text,label
kalite süper ürünün kumaşı su tutmuyor kaliteli ve güzel ürün kesinlikle tavsiye ediyorum eşim çok beğendi mutlaka düşünmeden alın fiyatı da çok uygun bence orhan özdemir bursa 10 09 2018,2
bir yıldız bir ay önce sipariş verdiğimiz kitaplık hala elimize ulaşmadı kargo teslim tarihi sürekli ertelendi söylenen tarihte kargoya verilmedi,0
kimseyi üzmez fpolarak üstün makine öncelikle paranızın karşılığı olduğunu gönül rahatlığıyla söyleyebilirim çok kaliteli malzeme beklemek yanlış olur ama elinizde kalmaz emin olun döküm plakası kaliteli oldukça hızlı ısınıyor performans olarak memnunum henüz ızgara özelliğini kullanmadım ama sorun çıkacağını zannetmiyorum kablo uzunluğu ideal üst kısım 20 kg olmadığı için illaki bastırma ihtiyacı duyarsınız tost ekmeğinin üzerine bıraksanız havada kalacak şekilde hafifte değil tercih meselesi yinede kendi plastik spatulası var onu kaybetmeyin plakanın boşlukları biraz derin denilebilir spatula birebir uyumlu temizlerken oldukça pratik ve başarılı tek eksiği plaka yükseklik ayarı yok hamburger ekmeğini ısıtayım ama ekmek ezilmesin derseniz maalesef i̇lk başta koku yapma gibi bir sorunda olmadı onun dışında gündelik kullanım için çok başarılı çok fazla para vermeden tost makinesi alayım derseniz gözünüz kapalı alın en başta söylediğim gibi çok kaliteli malzeme beklemeyin diğer yandanda verilen paradan fazlası bu makine üstüne üstelik türk malı,2
idare eder sertliği fena değil i̇ş görür tutma yerlerindeki lastikler kalitesiz kenarları kısa sürede koptu ayrıca elde koku yapıyor parasına göre iyi yine de,1
parasına göre iyi fiyatına göre gayet iyi yapışkansız zaten vidadan başka bişey de tutmaz,2
hp 1018 için i̇ş yerimizde ki hp 1018 laserjet için aldık orjinel ve garantili doldurmalardan kaynaklı kötü çıktılardan bıkanlara kesin ve garantili tavsiye,0
tavsiye etmem pvc olması kalitesiz olmasına sebep olmamalı boyu uzun geldiği için keserken çatlamalar oldu sadece camlı modern görünüme sahip diye almıştım kesmemiş olsam iade ederdim,0
kalitesiz ürün kalitesiz ürün küçük kardeşime aldım ancak daha 2 giyiyişinde freni parçalandı ön tekerleklerden birisi dağıldı,0
prima kızım 9 aylik ve doğduğu günden beri tüm bezleri denedim en son olarak prima aldim ve gördüm ki cocuguma diğer bezleri kullanarak işkence yapmışım diger bezleri geceleri bagladigimda gece iki kere bez değiştiriyodum çocuğumun uykusu bölünüyodu ve huzursuz oluyodu ama primaya gecince sabaha kadar tek bez rahat uykusu ve kuru poposu oluyo ikimizde rahat ettik ve böylece hem uyku düzeni oldu hem bez paramizda tasarruf oldu tesekkurler prima,2
idare eder ben aldı iyi ama ipleri kopup çıkıyor tekerlekten,1
kaliteli hizmet ürün çok etkili ve hızlı teslimat yapıldı beklenenin üstünde teşekkürler,2
beş yıldız sabun tozu oldugundan cozunmesı zor oluyor ama guzel bır urun,2
güven duygusu kalitesine kesinlikle güvenilebilir ve benzelerine göre daha kaliteli,2
bir yıldız okumamıza izin vermedi dikkat çekmedi,0
dört yıldız doğal icerikli olmasini bebeklerin ve hassas ciltlilerin kıyafetlerini yikayabiliyor olmamızı sevdim,2
üç yıldız siz de saçlarınızın pırıl pırıl ve ferah olmasını istiyorsanız mutlaka kullanın vazgeçmeyeceksiniz,1
bir yıldız traş yada inceltme için cok yetersiz tavsiye etmiyorum makinenin içinde made in china yazmasinada bir anlam veremedim bu marka almanya diye biliyorum,0
dört yıldız kargoda sıkıntı yok ama saatin büyüklüğüçapı beklediğimden küçük geldi gözüme büyük sevenler düşünsün ama şıklığına dicek yok güzel saat,2
bir yıldız tek dallı çelimsiz küçük bir fidan geldi,0
fena değil renginin ekru olması dışında fena değil,1
tavsioye ediyorum ürün çok iyi kesinlikle tavsiye ediyorum başlık dönmüyor diyen akadaşlar bence cihazı iade etsin bir sorun olabilir çünkü başlık dönüyor ve zaten dönmezse hiç bir anlamı yok,0
dört yıldız uzun tüylü kediler için iş görür kısa tüylü kedilere yaramaz,2
rezalet sakın almayın 20 günde geldi aparatların yuva yerleri yok mobilyacı gibi iki saat ayarlamaya çalıştım olmadı eski usul aparalar vidaları yok daha önce başkayerden bundan geniş almıştım daha büyük o kadar basitti çok pişman oldum aldığıma paranıza yazık,0
fiyat kalite ürün 04 10 2018 tarihinde tarafıma ulaştı ürünün görünüşü sıradan ve kalitesiz aracıma yerleştirdim sırıtmadı i̇nçe çerçeveli gözlüğümü yerleştirdim gayet güzel tutuyor ürünü çıkartayım dedim i̇kiye ayrıldı içerideki yayı çıktı daha ilk günden ürün elimde kaldı diye düşündüm ancak mandal diye tabir edeceğim alt ve üst kısmın birbirine geçen kısmından kurtulması sonucu yay yerinden fırlamış tekrar taktım ürün bu kalite ile alınır ancak alan arkadaşların yukarıda yaşayacağım deneyimi yaşama olasılıkları var,1
super hepsiburadaya tesekkur ediyorum güzel ürün,2
üç yıldız sabun kokusu yoğun olduğu normal giysilerde kullanmam çarşaf havlu gibi ürünlerde kullanılabilir,1
gayet başarılı 1 seneye yakındır kedimi bununla besliyorum tadını beğenmesede acıkınca lapur lupur yiyor aksine kedim bununla beslendiği süreçte kilo bile aldı sizin kedileriniz mamayı yemiyorsa bence kesinlikle daha kaliteli ürünlere alıştırdığınız için olabilir bu kanıya ıslak mama verdikten sonra ilk 1 gün yine istiyor ama alamayınca normal kuru mamaya dönüş yapıyor sürekli et yiyen birine kuru fasulye verirsen tabi yemez öyle düşünmek lazım d2 15 kg paketi sipariş vereceğim ayrıca bayatlamaması için ürünü alır almaz büyük kapaklı kaplarda muhafaza ediyorum 4 5 ay bi süre beklediği halde kedim iştahla yemektedir ayrıca kaliteli diye bahsettiklerimizide denedim veteriner hekimim mamadan dolayı aşırı yağlanma var demişti ekonomik durumlar belli aç bırakmaktansa azar azar taze koyun kediniz yesin açlıktan ölene kadar grev yapmayacaktır hayvan emin olun,1
beş yıldız güzel paketlenmişti tesekkurler,2
güzel tasarim i̇yi düşünülmüş kullanışlı bir ürün fiyatı da uygun benim gibi arabada gözlük koyacak yer bulamayanlar için harika,2
üç yıldız dubleks bir evde oturuyorum ürünü alırken artık hem alt hem de üst kattan internetin sorunsuz kullanılabileceğini düşünüyordum ancak öyle olmadı cihazın takıldığı kat için fayda sağladı ancak diğer katta bulunan odalarda çekim gücü zayıf,1
bir yıldız kesinlikle tavsiye etmem 2 defa kullandım ve kırıldı kullanışlı olmayan bir ürün,0
beş yıldız kokusu güzel kıyafetlere zarar vermedi,2
üç yıldız çok kaliteli değil ücretine göre işte,1
koltuk altını filan almıyo kalın kılları cok acıtıyo cekerken ince ve orta kıl grubunda başarılı,1
cızırtı ses kalitesi berbat yüksek veya düşük seste ortamı çok fazla rahatsız ediyor sürekli cızır cızır ses çıkartıyor,0
kaliteli biraz gürültülü olsada iş görüyor,2
üç yıldız yapılacak iş için yeterince uygun,1
düzenli kullanırsanız işe yarar ürünü almak değil kullanmak önemli her gün kullanacaksanız alın yoksa işe yaramaz tuzunu kullandığınızda teniniz bebek gibi oluyor,0
üç yıldız ahşap kalitesi fena değil ancak yer yer ufak kaplama atığı olan iz olan yerler var en önemli sorun üst boşluk ve fırın boşluğunu standart diye biliyordum fırın da ankastre ocak da yuvalarına uymadı bir ince çıtayı hiç monte etmedik üstüne fırın giren kısımdaki üst çıtayı da marangozda daralttırdım gerekti vida üstlerini kapatmak için kapatıcı pullar içinde yoktu sadece bol bol yedek menteşe ve vida var iki dolap daha monte edebilir,1
görüntü çok kötü aynası çok kötü net hiçbirşey göstermiyor,0
vasat montajı çok zor bir ustaya taktırın mutfağa taktık yeteri kadar serinletmiyor sadece pervanenin altında durursan serinletiyor etrafına bir faydası yok lambası küçük ve camı ışığı vermiyor ancak gece lambası kadar aydınlatıyor lambasını değiştirdik ama uygun cam bulamadık işık çok yetersiz,0
beş yıldız urun gayet guzel kullanisli,2
üç yıldız açıkcası çok beğenemedim koku ve koruma orta diyebilirim,1
aşırı derece ısınıyor arka tarafındaki aliminyum levha aşırı derece ısınıyor bu normal bişeymi bilmiyorum onın dışında parlaklığına söz edilemez bile,1
bir yıldız tohum adeti kolay gorunur okunabilir yerde olmadigi icin paket geldiginde 15 adete 5 tl verdigimi gorunce para onemli degil 15 afet tohum isime yaramaz bekledigime degmez,0
i̇ki yıldız çok basit bir avize kalitesi fiyatına göre iyi beklentinizi karşılamayabilir,0
tsk prima kizimda kullandım şimdi kardeşimiz oldu onda da kullanıyorum çok memnunum eminim çocuklar da memnundur tesekkurler prima ayni kaliteyi devam ettirmeniz ve daha başarılı olmanız dileğiyle,2
on numara beş yıldız daha önceleri ismini vermek istemediğim cok markamatkap kullandım hepsi 500 watt ama tam bir canavar fiyatına baktiğimda endiseliydim fiyatı gercekten uygun bu fiyata 500watt matkaolar satiliyo ama bu 1010 watttam profosyonel bir alet ustelik çin malı değil bu alman malı tavsiye ediyorum herkese teşekkurler ilgili firmaya,2
ambalaj kötü teslimat iyi ürün ambalaj kötü bir ürün faks sabun 4 lt lavanta ekonomik paket cok ezilmis kapak acilmis sivi sabun akmis can sikici lütfen ürün ambalaj paketlenmesine daha güvenli daha siki ambalaj olmasina dikat edilmesine rica ederim,0
çok kaliteli eloctrolux için çok kaliteli hiç sorun çıkartmadı,2
üç yıldız kokusu kalıcı ama leke çıkarmada aynı performansi göremedim,1
beş yıldız ariel deterjanı kullandığımdan beri lekelerle hıc uğraşmıyorum artık kızım evde daha rahat tesekkürler ariel,2
keşke sarjlı olsaydı ürün genel olarak kaliteli bence performansı da iyi henüz sonuçlarını gözleyecek kadar uzun kullanmadım ama genel olarak memnun kaldım tek sıkıntı kablolu oluşu bu nedenle mutlaka prize yakın bir yerde olmalısınız ayrıca kablolu olması haraketi kısıtlıyor şarj edilebilir pilli olması daha iyi olurdu,2
aynı markanın diğer emziğini alın çok ağır geliyor ve bebeğimin ağzından düşüyor devamlı görümcemde aynı sıkıntıyı yaşadı ama aventin diğer normal emziğini aldım çocuk hemen tuttu ve emmeye başladı diğerine göre daha hafifti çnkü,1
bir yıldız birtanesinin yapıştırma ünitesi yok kullanamıyoruz,0
bir yıldız eksi̇k geldi̇ ve cok kotü o bas kismindaki̇ sünger resmen boynu ağritiyor i̇ndi̇rmdeyken almistim yoksa hi̇ç değmez,0
çok kötü yapışkanı hemen çıkıyor plastik kısmı çok esnek tavsiye etmem,0
kötu bir ürün kesinlikle işe yaramaz bir ürün yaklaşık 6 hafta oldu ve hiçbir etkisi yok daha önce başka bir ürün kullanmıştım o ürün etkiliydi fiyatı pahalı diye bu ürünü aldım yorumlara bakarak ama kesinlikle kimse almasın hiçbir etkisi yok iade edebilme şansım varsa iade etmek istiyorum,0
genel olarak kötü dolap kapakları montaj edilirken vida delikleri işaretlenmemis göz kararı montaj yapmanız gerekiyor ve sonuç saatler süren uğraş yamuk yumuk bir dolap,0
i̇ki yıldız ürünü hediye olarak gönderdiğim için iade etmeyeceğim ama tahtanın köşeleri hep deforme geldi uçları kalkık duruyor bilginize,0
hayal kırıklığı çok çabuk ısınıyor pc den veri aktarırken çoğu zaman hata veriyor ayrıca yakın olan usb girişlerinde diğer usb girişinin kullanımına izin vermiyor genişiliğnden dolayı,0
dört yıldız ürün 2 günde geldi memnunum orjinal olduğunu düşünüyorum piyasada bu adette yok o yüzden tercih ettim,2
iyiiii ürün sağlam okuma yazma hızı normal şu ana kadar bozmayı becerebildiğim kingston usb bellek olmadığı için bunu aldım,1
dört yıldız ürüngüzel okumaya fırsatım olmadı daha,2
mükemmel bir soğutucu oyun oynarken bilgisayarım ısınıyordu fakat bu soğutucuyu kullandıktan sonra ısınma sorunu diye birşey olmadı,2
kaliteli ürün ürün tahmin ettiğimden çok daha kaliteli çıktı talimatları izleyerek kurulabiliyor fakat biraz uğraşmak gerekiyor evde kullanım için çok elverişli bir ürün,2
beş yıldız tertemiz bulasiklar icin kullandigim tek urun bardaklarimda tek bir cizik bile yok,2
beş yıldız renkliler üzerindeki lekeleri çıkarmada oldukça etkili bir deterjan,2
kalitesiz kalitesiz iş görmez paraya yazık,0
üç yıldız iş görüyor,1
fena değil diyelim fazla uzun değil i̇dare eder yinede güç harcadığınızı hissediyorusunuz fiyatına göre normal bir ürün,1
üç yıldız roaccutane kullanan biri olarak saçlarım çok kurumuştu fakat köpüksüz şampuan ciddi anlamda yumuşattı saçlarımı bu yönden iyi geldi diyebilirim birde köpüksüz olması haliyle ilgi çekici geldi tek olumsuz yönü bende kepeklenmeye ve kaşıntıyayol açtı,1
fena değil ürün fiyat performans açısından gayet normal sadece enlemesine kullanabiliyorsunuz bunu sorun etmeyecekseniz alın 5 1 den daha büyük ekranlı telefonlar için sorun olabilir,1
mükemmel i̇lk çocuğumda kullandım kullanımını öneririm bu devirde en iyisi diyebiliriz,2
beş yıldız kızım severek okudu,2
süpersin çokkkk teşekkürler hızlı kargo mükemmel bir davranış sokak hayvanları için mama göndermenizi canı gönülden tebrik ediyorum benim miniklerin bütün ihtiyaçlarını kesinlikle fiyat bakmazsınız sizden alicam evcilbesinleri com,2
güzel fiyatına göre çok kaliteli ürün biraz ağır ve geç soğuyor kesinlikle iyi havalandırma olan yerlerde kullanılmalı yoksa duman altı olabilirsiniz yapışma olmuyor şayet yapışıyorsa kullanma hatası vardır her evde olması gereken bir ürün diye düşünüyorum hızlı geldi teşekkürler,2
beş yıldız kokusu hoş temizleme performansı iyi,2
begendim memnun kaldim kaliteli hizmet aldim urunun kaliteside fiyat goz onunde bulundurulacak olursa geyet tatmin edicihizli kargo bilgilendirici bir sistem guvenli alisveris,2
üç yıldız i̇dare eder iş görür,1
dört yıldız leke çıkartma özelliğini çok iyi buldum gereken önemi çamaşırlarıma verdiğini düşünüyorum,2
i̇ki yıldız üründen ikinci defa aldım birinci ürün sorunsuz gayet iyiydi ama ikinci aldığım seride lambaları kalitesiz ve temassızlık yüzünden tam yanmıyordu ayrıca ürün çatlak geldi,0
iş görür kutuda her şey düşünülmüş çok basit şekilde monte ediliyor yüksekliği az ama zaten açıklama kısmında boyutları yazıyor ona gore alın boyundan ziyade eni dar televizyonunayakları tam sığdı daha geniş olabilirmiş işimizi görüyor bizim sağlam görünüyor şimdilik,1
i̇ş görür 20 liralık klavyeden tek farkı makro tuşları tabi malzeme kalitesini de eklemeliyiz onun dışında ürün gayet başarılı ücretini hakkediyor,2
çok kötü i̇lk geldiği gün bilgisayara taktım ve kendi kendine öksürür gibi ses çıkarıp durdu ara ara kesinlikle tavsiye etmiyorum berbat bir ürün,0
süper beklentilerimin üzerinde bir ürün teşekkürler,2
üç yıldız magaza daha sonra sehvengonderimekarsin urunleri hediye etti asagidayazdiklarimla beraber bunun da bilgisini vermemin dogru olacagini dusunuyorum,1
sıkıntısı var ürünü aldım hemen geldi ve denedik fiyata göre iyi idi ama bugün birdaha kullanmak isteyince sigorta attırıyor ve kişisel sigortada değil ana sigortayı arttırıyor garip bir durum,1
i̇ki yıldız yap oranını böyle kötü ölçeceğini bilsem daha ucuza normal tartı alırdım yağ oranının 10 olduğunu bildiğim çok zayıf kaslı sportif bir yakınım çıkınca da 17 gösteriyor ben çıkınca da 17 gösteriyor kesinlikle bu özelliğinin doğru hesaplamak bir yana hiç çalışmadığını düşünüyorum sadece girilen cinsiyet yaş boy vücut tipi değerine göre bir oran belirliyor diğer göstergelere girmiyorum bile görünüşü çok şık tabi ama tartıyı almamdaki neden bu değildi,0
gerçekçi olarak i̇landaki filenin duruşuna bakarak bu ürünü aldım ama pek beğenmedim,0
1 sinif i̇cin guzel üzerinde 7 8 yaş yazdığı için 7 yaşındaki 2 sınıfa giden oğlum için aldim hem çok basit geldi hemde kız kitabı bunlar diye okumak istemedi 1 sınıflar için gayet uygun büyük punto ve büyük resimler mevcut,0
orta şeker sanıyorum yeni kullanmaya başladığım için alışmakta zorluk çekiyorum diliyorum ilerleyen zamanda herkesin aşağıda bahsettiği gibi çok iyi temizlediğine şahit olurum seyahat kabı çok kullanışlı i̇lk kez kullanıyorum tavsiye ederim,2
güzel yaklaşık 10 aydır kullanıyorum ve fiyatını hak eden bi ürün once tereddütte kalmıştım ama iyiki de almışım,2
berbat ötesi böyle bir kitabın yayınlanmış olması bile üzüntü verici,0
dört yıldız düğün dönemimde kullanmaya başladım evet beyazlık oluyor fakat beklediğim sanırım bir tık daha ötesiydi,2
beş yıldız hepsiexpress kargo ile aldım 4 5 saat de geldi klavye çok iyi aynı fiyat performans ürünü fiyatına göre çok iyi,2
beş yıldız sandisk güzel marka hp 2012 model notebook a aldım eskiden makina açılması ve internete girme hızı inanın 2 dakikayı buluyordu şimdi toplam 8 saniyede açılıp direk internete girebiliyorum kapanması da 4 saniye düşünmeyin alın tabi uygun fıyat olmasını bekleyebilirsiniz,2
hızlı teslimat orijinal ürün hızlı ve sorunsuz teslimat ürün orijinal ve kaliteli sorunsuz çalıştı,2
en iyisi tavsiye ederim batarya yeterli ses kalitesi süper konuşma gayet basarili,2
kesinlikle prima kızım olduğunda prima ile başladım çok memnun kaldım uzun süre devam ettim tuvalet alışkanlığı kazandırmaya çalıştığım dönemlerde artık fazla bez kullanmıyorum daha ekonomik bir bez kullanayım dedim tavsiye edilen bir kaç farklı bebek bezi kullandım ve hiç memnun kalmadım ıslaklık hisleri çok fazlaydı hem bebeğimin cildine hemde kıyafetlerinetabiki tekrar primaya döndüm şimdi 3 aylık bir oğlum var ve tabiki prima diyorum tüm annelere ve anne adaylarına teşekkürler prima,2
üç yıldız ürün geldiğinde kenarlarında derin izler bulunmaktadır yumuşak malzeme olduğu için zamanla düzeleceğini düşünüyorum,1
bir yıldız ürün aldim gelmedi̇ ürün tarafima,0
üç yıldız ortalama bir kalitede ürün,1
beş yıldız ürün kısa sürede elime hasarsız ve özenle paketlenmiş şekilde ulaştı hemen denedim ince taneli kum kullanmama rağmen topaklanan küçük parçalar kürekten geçmedi diğer küreklere göre pahalı ama benim gibi küçük topakları küreğin ucuyla tek tek toplamaya çalışanlar için bu paraya değer alacak olanlara tavsiye ediyorum,2
çok başarili bu fiyata bu kalite bulmak çok zor çok başarılı bir ürün tereddüt etmeden sipariş edebilirsiniz,2
üç yıldız i̇yiydi,1
üç yıldız fiyatı çok yüksek fakat performansı iyi biraz daha uygun fiyatlı olursa ne ala,1
fena değil ürün kalitesi fena değil en sevdiğim yanı dizimi sıkmaması i̇ndirimden almıştım henüz ilk giyişte pamuklandı i̇ndirimdeyken alınacak bir ürün,1
beş yıldız orkid yaprak günlük hijyenikped ile günün her anı ferah ve rahatım,2
bir yıldız ürünü doğru düzgün kullanamadım sibop kısmı sorunlu bir miktar basıyor sonra duruyor kutunun yarısını ancak sıkabildim i̇şe yaramadığı gibi bir de sökmeye çalışıyorum,0
vasat hayatımda aldığım en berbat boya botun rengi hafif ışıkta bile lacivertten mora doğru dalga dalga renk oldu 1 paket ıslak mendil ile silip başka bir sprey nubuk boyası ile tekrar boyayarak rengini zar zor düzelttim uzak durun,0
harika halıları yenilemeyi düşündük çok pahalı geldi bu seçeneği deneyelim dedik i̇yi ki almışız çok beğendik yumuşacık valla,2
üç yıldız sokak hayvanları için alıyorum bazıları yemiyor ama genel olarak kabul görüyor fiyatı gayet uygun teşekkürler,1
bir yıldız petek kanalına kalın zorlanıyor açılıp kapanırken,0
bir yıldız 22 kasimda almis olduğum klima 3 aralikta geldi ücretsiz montaj için aradıgımda bir ben konsepti vestel yetkili servisinin tanınadıgini ögrendim bu yuzden ucret talep ettiler tekrar hepsi burada yı aradim bayi ko,0
güzel ürün ürün güzel fiyat uygun almayanlar rahatlıkla alabilirler,2
kronik sorunlu kapak üst kapakta kronik sorun mevcut bununla ilgili internette çok fazla şikayet mevcut bende kapağın zor açıldığı yorumunu bilerek aldım ama kapak bir kaç kez aç kapa yapıldıktan sonra kırılıyor evde iki gün kullandık şuan orjinal demliği değil üzerine daha sonradan aldığımız sıradan demlik ile kullanıyoruz firmanın müşterileri mağdur etmeden metal kapak temin etmesi gerekir aynı ebatlarda metal kapak araştırdım ama bulamadım,1
tavsiye ederim sıcak tutan yumuşak güzel bir ürün 1 64 boyundayım s beden aldım hafif boleşofman niyetine de kullanılabilir üzerinde tiftiklenme topaklanma gibi şeyler oldu oda olmayaydı çok iyi olurdu,2
bu iş kafada bitiyor bunlar mucize değil bu iş kafada bitiyor neticede sadece uyuşturuyor eh işte diyelim az da olsa etkisi var,1
kararsız ürünü aldık eşim kullanıyor şuan bir problem çıkmadı çok rahat olduğunu söylüyor ama ayakkabıda made in vietnam yazıyor orjinal mi yoksa salomonun gerçek üretim yeri orası mı bilemedim,2
beklentimi karşılamadı şarjı geç doluyor erken bitiyor,0
üç yıldız malzeme kalitesi ve vantuzu gerçekten kaliteli ve iyi tutuş sağlıyor ancak kaidesi biraz kaba geldi o nedenle konsol yerine cama monte etmeyi tercih ettim bu nedenle daha kibar ve görüşü etkilemeyecek ürün tercih edilebilir,1
dört yıldız en çok renkli olanını seviyorum herkese öneririm birazcık pahalı bir ürün olmasına karşın,2
yakışıklı ama çalışmıyor pil tasarrufu için otomatik kapatma özelliği gerekli gereksiz her yerde devreye giriyor sürekli kesinti yaşatıyor yeteri kadar test yapılmadan piyasaya sürülmüş bir ürün almayın şekline malzeme kalitesine baksanız asus kalitesinde ama iş gerçek icraatına gelince saç baş yoldurur,2
harika ben ve ofis arkadaşım kovaları çok beğendik çok şık kaliteli ayrıca çok ucuz teşekkür ederiz,2
amatör kullanıcı bu ölçümler yeni zamanla kapasite düşer bu normaldir 29 inch monitörle 50 wat tüketiyor 1saat 15 dakika internette gezindim 34 inchmonitörle 60 wat 60 dakika internette gezindimartı fiber modem ve router dahil eksi tarafı açma kapama düğmesiçok basit duruyor daha sert olabilirdive uyarı sesi içinmanual anahtar olsaydı iyi olurdu,1
beş yıldız bulaşıkta en iyisi makine dostu zorlu yağlı bulaşıklarda süper etki,2
dört yıldız pahalı şampuanları deneyip hüsranla koşup sarıldığım mis kokulu şampuan olur kendisi arındırıcı ozelligi en önemli tercih nedenim daha uzun süre temiz parlak ve bakımlı saçlar,2
harika kitabı okuyamadım henüz ancak kitabi almak icin sipariş verdiğimde en erken 7 gun sonra kargoya verilir yazan ürün 24 saat geçmeden elime ulaştı hepsiburadayı bu hızından dolayı tercih ediyorum iyiki böyle bir site var teşekkürler,2
yüzyılın erkek parfümü 200 ml parfümler içerisinde alınabilecek en iyi ürün bence kokusu ise çok kalıcı değil ama çok kaliteli benzersiz ve ferah parfümün kokusunu bilmeyip de almak isteyenler için kesinlikle önerebileceğim en iyi ürünlerden biri aldıktan sonra pişman olmayacaksınız bence,2
beş yıldız bir çok markayı ve en son çıkardıkları versiyonları mutlaka deniyorum çamaşırda etkisi leke çıkarma temizleme ve kalıcı esans açısından çok önemli kriterler biri diğerinden daha az önem taşımıyor işte bu yüzden tüm kriterlerde benden tam not alan bir ürün ariel sıvı ve toz gücü bir arada mutlaka deneyin farkı göreceksiniz,2
günlik işler günlük işlerim için aldım düşük bütçe ile gayet kaliteli menmun kaldim,2
kötü yapışkanı çok kötü cama yapışmıyo,0
beş yıldız cok hassas ve ihtiyacimi karsilayan bir tarti,2
güzel ürünler yanlış gelmesine rağmen firma yardımcı oldu güvenilir kaliteli,2
kaliteli ve rahat kaliteli ve rahat rahat hareket ediyor bantları olmadığı için kendisi sökemiyor,2
beş yıldız ben kompakt ve hızlı çözüm sunan ürünleri buldum mu bırakmam ariel sıvı deterjan da bunlardan biri bazen markette kalmamış oluyor farklı deterjan almamak için o hafta çamaşır yıkamıyorum çünkü farklı ürünlerde hem kalıcı koku hem leke çıkarıcı özelliği ve üstüne bir de uygun fiyat avantajı olmuyor özellikle kalıcı kokusu sayesinde sadece güzel koku için kullandığım yumuşatıcımdan da vazgeçtim,2
süpürge başlığı halıda rahat yürümüyor ürün iyi hoş ancak süpürge başlığı halıyı süpürürken halı üzerinde rahatkaymıyor sürekli halıya takıldığı için süpürmek için bayağı güç sarfetmeniz gerekiyor bu duruma dikkat ederek alın derim,2
çok kötü dosya gönderimi çok kötüü tek tek uğrşıyon,0
film iyi oyunculuklar ve schumacher mükemmel ama türkçe altyazı yok,2
uygun fiyat mal çok kötü uygun fiyat mal çok kötü,0
beş yıldız ürün fiyatına göre çok iyi kesinlikle tavsiye ediyorum,2
kolay kullanım ağdaya zaman bulmadığım da en tercih edilesi ürünüm kesme yapmadan tende tahriş etmedenkulanımı çok rahat,2
idare eder ürün elime hızlı ulasti fakat kumaşı sert bedenimde aldim oldu cok iyi olmasada iyi sayilir ve yaninda ic çamaşırı hediye gondermisler,1
kalıcılık ürünün kokusu çok iyi fakat kalıcılık bir o kadar kötü max 2 saat,0
tavsiye ederim ürün tatmin edici sarım sıklığı daha önce kullandıklarıma göre daha az sanki i̇ndirimli olması sebebiyle tercih ettim hepsiburada hizmet ve iletişimi ise yine vasatın altında,0
urun tatmin etmedi ürünü başkabir siteden aldım ve ürünü 1 senedir kullanıyoruz annemler için almıştım lakin kendi evimizde kullandığımız philips i bize aratti supurge basligi çok basit ve istenilen performansı gösteremiyor surekli on filtreleri tıkanıyor yıkanması gerekiyor halbuki yorumlara güvenerek almıştım hayal kırıklığına uğradım,0
kalite gerçekten ürün çok kaliteli ve şık duruyor,2
beş yıldız satıcı çok hızlı kargoladı ve elime ulaştı,2
kargo hizli urun fazla saglam degil urun basliklari yerinden cikiyor heran lehimler kopacak gibi bu fiyatta normal ama,1
üç yıldız urunu hizli sarj die aldim ama hizli sarj etmiyor,1
dört yıldız ürünü yeni aldık ve gerçekten çok memnun kaldık telefonu çok güzel tutuyor ve düşme yapmıyor,2
fiyatına göre kaliteli ürünü aldım kurulumu basit fiyatına göre gayet güzel çok begendim şık duruyor fakat henüz kullanma fırsatım olmadı bebeğim olunca kullanacagim teşekkürler hepsi burada,0
bir yıldız farklı bi mağazadan bu hoparlörü aldım son ses açtığında bıdır bıdır ötüyo ben kulaklığın kablosu kısa olduğu için uzatma niyetine kullanıyorum,0
beş yıldız ürün 2 günde elime ulaştı hızlı kargo için teşekkürler sayanların dediği gibi 80 civarı uzun slikon var pakette 70 den sonra saymadım,2
hayalkırıklığı bana gelen ürün mü hatalı bilmiyorum ama baya sızdırıyor maalesef ortalama 2 5 saat sonra da içindeki kahve ılık hale geliyor bu fiyatı bu performans için vermemiştim maalesef,0
10 aylık çocuk yerinden çıkarıp ağzına sokuyor ürün orta sertlikte yapışkan 3m olmasına rağmen 10 aylık bebek yerinden çıkartıp ağzına sokabiliyor dikkatli kullanmak lazım,1
beş yıldız güzel cihaz i̇phone 6 cihazımı 4 kez şarj edebiliyorum,2
harika arkadaşlar aslında sipariş verirken çantaküçük mü gelecek diye çok çekinmiştim fakat çanta gayet geniş ve derin içindeki bölmeler kısmı harika çok kullanışlı ve kaliteli,2
üç yıldız bence ürün herkesin anlattığı kadar muhteşem değil arkadaşım ürünün bir üst markasından çok memnun olduğu için aldım ama kesinlikle aynı performansa sahip değil ya da benim şanssızlığım eti 40 dk da pişiriyor onun ki 8 9 dk da sarmayı fasulyeyi 15 dk da sanırım lastiği çok iyi değil ama beklentilere göre değişir,1
kötü i̇lk aldığım etimatik çok iyi temizledi sonraki aldıklarım artık lekeleri bile çıkarmaz oldu,0
harika tam bir fiyat performans ürünü teşekkürler hepsiburada com,2
keşke almadan önce yorumları okusaydım urun çok kötü fişe takıldığı andan itibaren sürekli çalışıyor evi yakmaniz işten bile değil böyle bir çaycıyi hangi mühendis tasarladıysa yürekten kutluyorum,0
gerçek yün ürün gayet iyi görünüyor bazı yorumlarda yün olmadığı gerekçesiyle geri gönderildiğini okudum bizzat yorganı annemle açıp test ettik bize gönderilen numuneyle aynı doldurulmuş hafif yaktık yün kokusu çıktı annem de kendine bir tane sipariş verdi farklı sitelerde daha pahalıya satıldığını da gördüm ben beğendim açıkçası teşekkürler,2
